-2.500	-2.000	10.000	20.000	0.794	0.006	0.719	0.008	-1	-1	-1	-1	-1	-1
-2.000	-1.566	10.000	20.000	0.695	0.007	0.718	0.008	-1	-1	-1	-1	-1	-1
-1.566	-1.444	10.000	20.000	0.639	0.017	0.554	0.031	-1	-1	-1	-1	-1	-1
-1.444	-0.800	10.000	20.000	0.817	0.013	0.763	0.006	-1	-1	-1	-1	-1	-1
-0.800	0.000	10.000	20.000	0.817	0.023	0.758	0.006	-1	-1	-1	-1	-1	-1
0.000	0.800	10.000	20.000	0.620	0.026	0.754	0.006	-1	-1	-1	-1	-1	-1
0.800	1.444	10.000	20.000	0.836	0.012	0.754	0.006	-1	-1	-1	-1	-1	-1
1.444	1.566	10.000	20.000	0.670	0.062	0.558	0.021	-1	-1	-1	-1	-1	-1
1.566	2.000	10.000	20.000	0.750	0.007	0.719	0.008	-1	-1	-1	-1	-1	-1
2.000	2.500	10.000	20.000	0.734	0.042	0.727	0.008	-1	-1	-1	-1	-1	-1
-2.500	-2.000	20.000	30.000	0.719	0.004	0.806	0.004	-1	-1	-1	-1	-1	-1
-2.000	-1.566	20.000	30.000	0.724	0.013	0.824	0.004	-1	-1	-1	-1	-1	-1
-1.566	-1.444	20.000	30.000	0.684	0.033	0.581	0.010	-1	-1	-1	-1	-1	-1
-1.444	-0.800	20.000	30.000	0.799	0.017	0.851	0.003	-1	-1	-1	-1	-1	-1
-0.800	0.000	20.000	30.000	0.873	0.002	0.855	0.002	-1	-1	-1	-1	-1	-1
0.000	0.800	20.000	30.000	0.869	0.002	0.851	0.002	-1	-1	-1	-1	-1	-1
0.800	1.444	20.000	30.000	0.845	0.024	0.852	0.003	-1	-1	-1	-1	-1	-1
1.444	1.566	20.000	30.000	0.653	0.011	0.586	0.010	-1	-1	-1	-1	-1	-1
1.566	2.000	20.000	30.000	0.896	0.021	0.826	0.004	-1	-1	-1	-1	-1	-1
2.000	2.500	20.000	30.000	0.776	0.008	0.809	0.004	-1	-1	-1	-1	-1	-1
-2.500	-2.000	30.000	40.000	0.875	0.006	0.869	0.009	-1	-1	-1	-1	-1	-1
-2.000	-1.566	30.000	40.000	0.892	0.010	0.890	0.002	-1	-1	-1	-1	-1	-1
-1.566	-1.444	30.000	40.000	0.766	0.005	0.755	0.006	-1	-1	-1	-1	-1	-1
-1.444	-0.800	30.000	40.000	0.908	0.004	0.921	0.001	-1	-1	-1	-1	-1	-1
-0.800	0.000	30.000	40.000	0.921	0.003	0.930	0.001	-1	-1	-1	-1	-1	-1
0.000	0.800	30.000	40.000	0.917	0.002	0.929	0.001	-1	-1	-1	-1	-1	-1
0.800	1.444	30.000	40.000	0.926	0.006	0.921	0.001	-1	-1	-1	-1	-1	-1
1.444	1.566	30.000	40.000	0.759	0.005	0.758	0.006	-1	-1	-1	-1	-1	-1
1.566	2.000	30.000	40.000	0.868	0.007	0.889	0.002	-1	-1	-1	-1	-1	-1
2.000	2.500	30.000	40.000	0.848	0.002	0.868	0.002	-1	-1	-1	-1	-1	-1
-2.500	-2.000	40.000	50.000	0.903	0.004	0.892	0.002	-1	-1	-1	-1	-1	-1
-2.000	-1.566	40.000	50.000	0.922	0.001	0.911	0.002	-1	-1	-1	-1	-1	-1
-1.566	-1.444	40.000	50.000	0.878	0.013	0.861	0.005	-1	-1	-1	-1	-1	-1
-1.444	-0.800	40.000	50.000	0.947	0.002	0.951	0.001	-1	-1	-1	-1	-1	-1
-0.800	0.000	40.000	50.000	0.954	0.001	0.959	0.001	-1	-1	-1	-1	-1	-1
0.000	0.800	40.000	50.000	0.953	0.001	0.960	0.001	-1	-1	-1	-1	-1	-1
0.800	1.444	40.000	50.000	0.946	0.001	0.951	0.001	-1	-1	-1	-1	-1	-1
1.444	1.566	40.000	50.000	0.871	0.005	0.858	0.005	-1	-1	-1	-1	-1	-1
1.566	2.000	40.000	50.000	0.925	0.001	0.912	0.002	-1	-1	-1	-1	-1	-1
2.000	2.500	40.000	50.000	0.901	0.003	0.890	0.002	-1	-1	-1	-1	-1	-1
-2.500	-2.000	50.000	200.000	0.919	0.003	0.896	0.004	-1	-1	-1	-1	-1	-1
-2.000	-1.566	50.000	200.000	0.918	0.003	0.919	0.003	-1	-1	-1	-1	-1	-1
-1.566	-1.444	50.000	200.000	0.869	0.016	0.877	0.007	-1	-1	-1	-1	-1	-1
-1.444	-0.800	50.000	200.000	0.952	0.001	0.958	0.001	-1	-1	-1	-1	-1	-1
-0.800	0.000	50.000	200.000	0.961	0.004	0.963	0.001	-1	-1	-1	-1	-1	-1
0.000	0.800	50.000	200.000	0.938	0.002	0.961	0.001	-1	-1	-1	-1	-1	-1
0.800	1.444	50.000	200.000	0.930	0.002	0.958	0.001	-1	-1	-1	-1	-1	-1
1.444	1.566	50.000	200.000	0.846	0.007	0.863	0.008	-1	-1	-1	-1	-1	-1
1.566	2.000	50.000	200.000	0.919	0.012	0.919	0.003	-1	-1	-1	-1	-1	-1
2.000	2.500	50.000	200.000	0.915	0.004	0.894	0.004	-1	-1	-1	-1	-1	-1
