etamin	etamax	ptmin	ptmax	eff	deff_high	deff_low
-2.4	-2.1	10	13	0.890226	0.0110587	 0.0110836
-2.1	-1.6	10	13	0.956779	0.00695355	 0.00703806
-1.6	-1.2	10	13	0.957224	0.00651615	 0.00661986
-1.2	-0.8	10	13	0.924422	0.00831926	 0.00838419
-0.8	-0.3	10	13	0.958331	0.010574	 0.01069
-0.3	-0.2	10	13	0.857943	0.0293859	 0.0297051
-0.2	0.2	10	13	0.947646	0.015527	 0.0156362
0.2	0.3	10	13	0.870511	0.0528163	 0.0338317
0.3	0.8	10	13	0.93855	0.00992545	 0.0100725
0.8	1.2	10	13	0.926634	0.0080156	 0.00815995
1.2	1.6	10	13	0.970119	0.00688763	 0.00701026
1.6	2.1	10	13	0.963866	0.007277	 0.00724182
2.1	2.4	10	13	0.886328	0.0112116	 0.0112734
-2.4	-2.1	13	16	0.914909	0.00722233	 0.00732216
-2.1	-1.6	13	16	0.958353	0.00416042	 0.00424079
-1.6	-1.2	13	16	0.970064	0.0038787	 0.00398147
-1.2	-0.8	13	16	0.93393	0.00485966	 0.00496745
-0.8	-0.3	13	16	0.96664	0.00524292	 0.005343
-0.3	-0.2	13	16	0.882388	0.0166651	 0.0170076
-0.2	0.2	13	16	0.950656	0.00730726	 0.00744351
0.2	0.3	13	16	0.854964	0.016082	 0.0165147
0.3	0.8	13	16	0.962928	0.00503601	 0.00513086
0.8	1.2	13	16	0.931148	0.00494798	 0.00504259
1.2	1.6	13	16	0.969699	0.00427672	 0.00438866
1.6	2.1	13	16	0.958915	0.00451979	 0.00460039
2.1	2.4	13	16	0.898138	0.00733722	 0.00745315
-2.4	-2.1	16	20	0.91332	0.00445826	 0.00450491
-2.1	-1.6	16	20	0.964603	0.00225929	 0.00229988
-1.6	-1.2	16	20	0.978815	0.00207558	 0.00212342
-1.2	-0.8	16	20	0.934359	0.00286779	 0.00291455
-0.8	-0.3	16	20	0.95969	0.00251671	 0.00255812
-0.3	-0.2	16	20	0.853229	0.00888451	 0.0090503
-0.2	0.2	16	20	0.949951	0.0035036	 0.00356315
0.2	0.3	16	20	0.838596	0.00922928	 0.00934905
0.3	0.8	16	20	0.969393	0.00234995	 0.00239274
0.8	1.2	16	20	0.943882	0.00281024	 0.00285739
1.2	1.6	16	20	0.976402	0.00221492	 0.00226324
1.6	2.1	16	20	0.969888	0.00231613	 0.00235646
2.1	2.4	16	20	0.91342	0.00447206	 0.00452333
-2.4	-2.1	20	25	0.920436	0.00268373	 0.00272368
-2.1	-1.6	20	25	0.968628	0.00130438	 0.00133589
-1.6	-1.2	20	25	0.981818	0.001107	 0.00113317
-1.2	-0.8	20	25	0.943272	0.00164199	 0.00165512
-0.8	-0.3	20	25	0.964516	0.00126442	 0.00127083
-0.3	-0.2	20	25	0.862234	0.0045252	 0.00458658
-0.2	0.2	20	25	0.951745	0.00160386	 0.00162066
0.2	0.3	20	25	0.853467	0.00471376	 0.00477023
0.3	0.8	20	25	0.967867	0.00121362	 0.00122589
0.8	1.2	20	25	0.946158	0.00160303	 0.00162711
1.2	1.6	20	25	0.979147	0.0012249	 0.00125348
1.6	2.1	20	25	0.975459	0.00121934	 0.00124109
2.1	2.4	20	25	0.930622	0.00257974	 0.00261405
-2.4	-2.1	25	30	0.92606	0.00206301	 0.0020797
-2.1	-1.6	25	30	0.971034	0.00094989	 0.000969251
-1.6	-1.2	25	30	0.985378	0.000751446	 0.000764998
-1.2	-0.8	25	30	0.943389	0.00122179	 0.00123313
-0.8	-0.3	25	30	0.967431	0.000829714	 0.000846723
-0.3	-0.2	25	30	0.860693	0.00306837	 0.00310315
-0.2	0.2	25	30	0.953054	0.000965656	 0.000973442
0.2	0.3	25	30	0.852771	0.00342871	 0.00376774
