etamin	etamax	ptmin	ptmax	eff	deff_high	deff_low
-1.6	-1.2	23	24	0.0734177	0.00610003	 0.00601747
-1.2	-0.8	23	24	0.0617744	0.00536166	 0.0052462
-0.8	-0.3	23	24	0.0645217	0.00443606	 0.00427474
-0.3	-0.2	23	24	0.0641913	0.0108885	 0.00981679
-0.2	0.2	23	24	0.0678669	0.00553554	 0.00531606
0.2	0.3	23	24	0.0519324	0.0105309	 0.0100483
0.3	0.8	23	24	0.0642867	0.00440163	 0.0042171
0.8	1.2	23	24	0.0671114	0.00566034	 0.00545943
1.2	1.6	23	24	0.0763825	0.00544789	 0.00521476
1.6	2.1	23	24	0.122957	0.00632459	 0.00613111
2.1	2.4	23	24	0.138047	0.0103171	 0.00996831
-2.4	-2.1	24	25	0.629369	0.0142774	 0.0143034
-2.1	-1.6	24	25	0.718773	0.00837053	 0.00838085
-1.6	-1.2	24	25	0.774828	0.0084305	 0.00869088
-1.2	-0.8	24	25	0.797946	0.00852082	 0.00853099
-0.8	-0.3	24	25	0.876578	0.00611788	 0.00627466
-0.3	-0.2	24	25	0.738026	0.0172423	 0.0169962
-0.2	0.2	24	25	0.840147	0.00686285	 0.00698348
0.2	0.3	24	25	0.766195	0.0162507	 0.0169762
0.3	0.8	24	25	0.862928	0.00602539	 0.00609275
0.8	1.2	24	25	0.786539	0.00821308	 0.00827136
1.2	1.6	24	25	0.778929	0.00035945	 0.00035945
1.6	2.1	24	25	0.75169	0.00764501	 0.00778798
2.1	2.4	24	25	0.631688	0.0131475	 0.0131685
-2.4	-2.1	25	26	0.719412	0.0123703	 0.0125554
-2.1	-1.6	25	26	0.770605	0.00770798	 0.00785229
-1.6	-1.2	25	26	0.836126	0.00713797	 0.00718845
-1.2	-0.8	25	26	0.850215	0.00717947	 0.00725857
-0.8	-0.3	25	26	0.919988	0.00486929	 0.00500873
-0.3	-0.2	25	26	0.762368	0.0150143	 0.0152829
-0.2	0.2	25	26	0.885191	0.00569126	 0.00579077
0.2	0.3	25	26	0.803657	0.0146778	 0.0146778
0.3	0.8	25	26	0.917922	0.00463007	 0.00456362
0.8	1.2	25	26	0.841224	0.0069897	 0.00702815
1.2	1.6	25	26	0.822927	0.00729007	 0.00775487
1.6	2.1	25	26	0.799137	0.00745382	 0.00737333
2.1	2.4	25	26	0.688501	0.00052858	 0.00052858
-2.4	-2.1	26	30	0.760898	0.00519016	 0.0051836
-2.1	-1.6	26	30	0.80873	0.00355755	 0.00348294
-1.6	-1.2	26	30	0.867218	0.00305266	 0.00307469
-1.2	-0.8	26	30	0.890192	0.00282961	 0.00283959
-0.8	-0.3	26	30	0.935916	0.00183494	 0.00182829
-0.3	-0.2	26	30	0.795569	0.00611079	 0.00611551
-0.2	0.2	26	30	0.916787	0.00206954	 0.00208597
0.2	0.3	26	30	0.819359	0.00612323	 0.00625403
0.3	0.8	26	30	0.930526	0.0018585	 0.00188334
0.8	1.2	26	30	0.886007	0.00274282	 0.0027661
1.2	1.6	26	30	0.866387	0.00314652	 0.00316024
1.6	2.1	26	30	0.829364	0.00332883	 0.00334826
2.1	2.4	26	30	0.735124	0.00537903	 0.00536381
-2.4	-2.1	30	40	0.812008	0.00236161	 0.00235354
-2.1	-1.6	30	40	0.843473	0.00154821	 0.00156363
-1.6	-1.2	30	40	0.902061	0.00128212	 0.00127536
-1.2	-0.8	30	40	0.915416	0.00110012	 0.00109637
-0.8	-0.3	30	40	0.949159	0.000720362	 0.000720362
-0.3	-0.2	30	40	0.811185	0.00281504	 0.00280926
-0.2	0.2	30	40	0.936064	0.000852967	 0.000850487
0.2	0.3	30	40	0.847848	0.00257405	 0.00259517
0.3	0.8	30	40	0.948584	0.000718425	 0.000723379
0.8	1.2	30	40	0.91545	0.00110389	 0.00110328
1.2	1.6	30	40	0.895164	0.00132297	 0.00133022
1.6	2.1	30	40	0.856021	0.00146683	 0.00147106
2.1	2.4	30	40	0.791328	0.00251659	 0.0025128
-2.4	-2.1	40	60	0.837436	0.00193962	 0.00193584
-2.1	-1.6	40	60	0.856071	0.00115162	 0.00114026
-1.6	-1.2	40	60	0.923525	0.000849873	 0.000847521
-1.2	-0.8	40	60	0.927089	0.000797518	 0.000797998
-0.8	-0.3	40	60	0.955439	0.000552261	 0.000556795
-0.3	-0.2	40	60	0.823183	0.00223897	 0.00223494
-0.2	0.2	40	60	0.945226	0.000676256	 0.000679916
0.2	0.3	40	60	0.85393	0.0021507	 0.00215667
0.3	0.8	40	60	0.953579	0.000553246	 0.000555543
0.8	1.2	40	60	0.926243	0.000810861	 0.000897982
1.2	1.6	40	60	0.910342	0.000906769	 0.000896111
1.6	2.1	40	60	0.870869	0.00110126	 0.00110482
2.1	2.4	40	60	0.815612	0.00187903	 0.00190638
-2.4	-2.1	60	100	0.84238	0.00581888	 0.00597484
-2.1	-1.6	60	100	0.856912	0.00361576	 0.00361825
-1.6	-1.2	60	100	0.926257	0.00270437	 0.00276274
-1.2	-0.8	60	100	0.928647	0.00271172	 0.00279126
-0.8	-0.3	60	100	0.954717	0.00168551	 0.00166493
-0.3	-0.2	60	100	0.809367	0.00741408	 0.00749559
-0.2	0.2	60	100	0.946939	0.00210111	 0.00213414
0.2	0.3	60	100	0.850229	0.00706426	 0.00721168
0.3	0.8	60	100	0.954344	0.00173714	 0.00178455
0.8	1.2	60	100	0.924388	0.00240621	 0.00242291
1.2	1.6	60	100	0.917384	0.00303837	 0.00313947
1.6	2.1	60	100	0.879108	0.00350859	 0.00355762
2.1	2.4	60	100	0.820601	0.00676913	 0.00679261
-2.4	-2.1	100	200	0.821567	0.0241867	 0.024799
-2.1	-1.6	100	200	0.826434	0.0123189	 0.0133375
-1.6	-1.2	100	200	0.870614	0.0103895	 0.0107883
-1.2	-0.8	100	200	0.915415	0.00775021	 0.0080669
-0.8	-0.3	100	200	0.945572	0.00572347	 0.00601775
-0.3	-0.2	100	200	0.848259	0.0199941	 0.0212833
-0.2	0.2	100	200	0.944199	0.00549252	 0.00583389
0.2	0.3	100	200	0.81892	0.0182814	 0.0193469
0.3	0.8	100	200	0.953616	0.00506452	 0.00534562
0.8	1.2	100	200	0.909198	0.00813463	 0.00847583
1.2	1.6	100	200	0.880448	0.00856092	 0.00899001
1.6	2.1	100	200	0.840897	0.0120673	 0.0123869
2.1	2.4	100	200	0.795149	0.0202641	 0.021561
